0,2019-03-19-2119,length_of_stay_over_3_days,0.9328631138975967,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.514414
1         NaN
dtype: float64","0         NaN
1    0.514414
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.485586
1         NaN
dtype: float64","0    0.514414
1    0.514414
dtype: float64",0.8318438504202826,0.7852576035546217,0.1866934177897875
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1252,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1253,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1254,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1313,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1316,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1321,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1322,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1325,readmitted3650d,1.1233301064859633,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.468134
1         NaN
dtype: float64","0         NaN
1    0.468134
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.531866
1         NaN
dtype: float64","0    0.468134
1    0.468134
dtype: float64",0.7595118882772129,0.7723447212289286,0.22956268268516633
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1328,discharged_in_past_30d,0.20721161690324685,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.845045
1         NaN
dtype: float64","0         NaN
1    0.845045
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.154955
1         NaN
dtype: float64","0    0.845045
1    0.845045
dtype: float64",0.7964403480934199,0.35480695554874814,0.13065953120331242
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1331,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1333,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-20-1336,readmitted3650d,1.1233301064859633,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.468134
1         NaN
dtype: float64","0         NaN
1    0.468134
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.531866
1         NaN
dtype: float64","0    0.468134
1    0.468134
dtype: float64",0.7595118882772129,0.7723447212289286,0.22956268268516633
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0531,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0532,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0535,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0539,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0546,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0547,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0556,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0559,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0600,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0602,readmitted1d,0.047669086740542606,2181,"0    0.974531
1    0.400000
dtype: float64","0    0.400000
1    0.974531
dtype: float64","0    0.971264
1    0.430108
dtype: float64","0    0.430108
1    0.971264
dtype: float64","0    0.600000
1    0.025469
dtype: float64","0    0.025469
1    0.600000
dtype: float64","0    0.028736
1    0.569892
dtype: float64","0    0.948189
1    0.948189
dtype: float64",0.7849207111965402,0.23976579875016424,0.04362313586915368
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0605,readmitted3d,0.06506749538700593,2181,"0    0.975634
1    0.333333
dtype: float64","0    0.333333
1    0.975634
dtype: float64","0    0.958812
1    0.462366
dtype: float64","0    0.462366
1    0.958812
dtype: float64","0    0.666667
1    0.024366
dtype: float64","0    0.024366
1    0.666667
dtype: float64","0    0.041188
1    0.537634
dtype: float64","0    0.937643
1    0.937643
dtype: float64",0.7485606781812413,0.24748766184338783,0.05551044546275714
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0607,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0610,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0612,readmitted1d,0.047669086740542606,2181,"0    0.974531
1    0.400000
dtype: float64","0    0.400000
1    0.974531
dtype: float64","0    0.971264
1    0.430108
dtype: float64","0    0.430108
1    0.971264
dtype: float64","0    0.600000
1    0.025469
dtype: float64","0    0.025469
1    0.600000
dtype: float64","0    0.028736
1    0.569892
dtype: float64","0    0.948189
1    0.948189
dtype: float64",0.7849207111965402,0.23976579875016424,0.04362313586915368
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0626,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0628,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0639,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0640,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0642,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-21-0643,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
